molecule_chembl_id,smiles,scaffold,IC50,std_units,pIC50,alogp,hba,hbd,full_mwt,num_ro5_violations,psa,heavy_atoms,document_chembl_id
CHEMBL4204903,COc1cc2c(NC3CC4(CCN(C)CC4)C3)cc(-c3ccc(C)o3)nc2cc1OC1CC2(C1)CN(C)C2,c1coc(-c2cc(NC3CC4(CCNCC4)C3)c3ccc(OC4CC5(CNC5)C4)cc3n2)c1,3450.0,nM,5.462180904926726,5.57,7.0,1.0,516.69,2.0,63.00,38.0,CHEMBL4190398
CHEMBL3931578,CN(C)CCNc1cc(N(C)C)c2noc3c2c1C(=O)c1ccccc1-3,O=C1c2ccccc2-c2onc3cccc1c23,3470.0,nM,5.459670525209127,3.08,6.0,1.0,350.42,0.0,61.61,26.0,CHEMBL3856284
CHEMBL3941692,CCN1CCN(c2cc(NCCN3CCCC3)c3c4c(onc24)-c2ccccc2C3=O)CC1,O=C1c2ccccc2-c2onc3c(N4CCNCC4)cc(NCCN4CCCC4)c1c23,3480.0,nM,5.458420756053419,3.69,7.0,1.0,445.57,0.0,64.85,33.0,CHEMBL3856284
CHEMBL3109627,COc1cc2c(cc1OC)C1(CCCCC1)C(N)=N2,C1=Nc2ccccc2C12CCCCC2,3540.0,nM,5.450996737974212,2.91,4.0,1.0,260.34,0.0,56.84,19.0,CHEMBL3108684
CHEMBL4450948,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1CCCN,c1ccc2c(NC3CCNCC3)nc(N3CCCNCC3)nc2c1,3580.0,nM,5.446116973356125,2.18,8.0,2.0,441.62,0.0,82.78,32.0,CHEMBL4346750
CHEMBL4470252,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1CCc1ccccn1,c1ccc(CCc2ccc3c(NC4CCNCC4)nc(N4CCCNCC4)nc3c2)nc1,3640.0,nM,5.438898616350944,3.47,8.0,1.0,489.67,0.0,69.65,36.0,CHEMBL4346750
CHEMBL4090494,COc1cc2nc(N3CCOCC3)nc(NC3CCN(C)CC3)c2cc1F,c1ccc2c(NC3CCNCC3)nc(N3CCOCC3)nc2c1,3690.0,nM,5.432973633840939,2.12,7.0,1.0,375.45,0.0,62.75,27.0,CHEMBL4004823
CHEMBL4648477,N=C(N)c1ccc(Nc2ccc(-c3cc4ccc(C(=N)N)cc4[nH]3)cc2)cc1,c1ccc(Nc2ccc(-c3cc4ccccc4[nH]3)cc2)cc1,3700.0,nM,5.431798275933005,4.15,3.0,6.0,368.44,1.0,127.56,28.0,CHEMBL4680065
CHEMBL3982657,CN(C)CCNc1cc(N2CCCCC2)c2noc3c2c1C(=O)c1ccccc1-3,O=C1c2ccccc2-c2onc3c(N4CCCCC4)ccc1c23,3750.0,nM,5.425968732272281,4.00,6.0,1.0,390.49,0.0,61.61,29.0,CHEMBL3856284
CHEMBL3921513,CN(C)CCNc1cc(N2CCN(c3ncccn3)CC2)c2noc3c2c1C(=O)c1ccccc1-3,O=C1c2ccccc2-c2onc3c(N4CCN(c5ncccn5)CC4)ccc1c23,3840.0,nM,5.415668775632469,3.13,9.0,1.0,469.55,0.0,90.63,35.0,CHEMBL3856284
CHEMBL3979888,CN(C)c1cc(NCCN2CCCC2)c2c3c(onc13)-c1ccccc1C2=O,O=C1c2ccccc2-c2onc3ccc(NCCN4CCCC4)c1c23,3870.0,nM,5.412289034981089,3.61,6.0,1.0,376.46,0.0,61.61,28.0,CHEMBL3856284
CHEMBL568963,COc1cc2nc(N3CCCN(C)CC3)nc(NC3CCCCC3)c2cc1OC,c1ccc2c(NC3CCCCC3)nc(N3CCCNCC3)nc2c1,3877.0,nM,5.41150419899279,3.53,7.0,1.0,399.54,0.0,62.75,29.0,CHEMBL4261502
CHEMBL4212380,CCc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC)c(OCCCN4CCOCC4)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCOCC4)cc3n2)c1,3910.0,nM,5.407823242604133,4.67,8.0,1.0,508.66,1.0,72.23,37.0,CHEMBL4190398
CHEMBL3911728,CN1CCCN(c2cc(NCCN3CCCC3)c3c4c(onc24)-c2ccccc2C3=O)CC1,O=C1c2ccccc2-c2onc3c(N4CCCNCC4)cc(NCCN4CCCC4)c1c23,3960.0,nM,5.402304814074488,3.69,7.0,1.0,445.57,0.0,64.85,33.0,CHEMBL3856284
CHEMBL4062510,COc1cc2nc(N3CCOCC3)nc(NC3CCN(C)CC3)c2cc1C,c1ccc2c(NC3CCNCC3)nc(N3CCOCC3)nc2c1,4070.0,nM,5.39040559077478,2.29,7.0,1.0,371.49,0.0,62.75,27.0,CHEMBL4004823
CHEMBL39469,O=[Se](O)c1ccccc1,c1ccccc1,4400.0,nM,5.356547323513812,,,,189.07,,,,CHEMBL4184305
CHEMBL4564339,CC(C)N1CCC(Nc2nc(C3CCCCC3)nc3cc(N4CCN(C)CC4)c(F)cc23)CC1,c1cc2c(NC3CCNCC3)nc(C3CCCCC3)nc2cc1N1CCNCC1,4540.0,nM,5.342944147142896,4.85,6.0,1.0,468.67,0.0,47.53,34.0,CHEMBL4346750
CHEMBL3902714,O=C1c2ccccc2-c2onc3c(N4CCN(c5ncccn5)CC4)cc(NCCN4CCCC4)c1c23,O=C1c2ccccc2-c2onc3c(N4CCN(c5ncccn5)CC4)cc(NCCN4CCCC4)c1c23,4570.0,nM,5.34008379993015,3.66,9.0,1.0,495.59,0.0,90.63,37.0,CHEMBL3856284
CHEMBL4740128,CNC(=N)N/N=C(/C)c1ccc2oc3ccc(/C(C)=N/NC(=N)NC)cc3c2c1,c1ccc2c(c1)oc1ccccc12,4700.0,nM,5.327902142064282,2.52,5.0,6.0,392.47,1.0,133.68,29.0,CHEMBL4680065
CHEMBL4474589,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1-c1ccccn1,c1ccc(-c2ccc3c(NC4CCNCC4)nc(N4CCCNCC4)nc3c2)nc1,4780.0,nM,5.320572103387882,3.35,8.0,1.0,461.61,0.0,69.65,34.0,CHEMBL4346750
CHEMBL3893755,CN(C)CCNc1cc(N2CCN(C)CC2)c2noc3c2c1C(=O)c1ccccc1-3,O=C1c2ccccc2-c2onc3c(N4CCNCC4)ccc1c23,4840.0,nM,5.315154638355588,2.76,7.0,1.0,405.50,0.0,64.85,30.0,CHEMBL3856284
CHEMBL3124975,O=C1[C@@H]2SS[C@@H](C(=O)N2Cc2ccccc2)N1Cc1ccccc1,O=C1[C@@H]2SS[C@@H](C(=O)N2Cc2ccccc2)N1Cc1ccccc1,4900.0,nM,5.309803919971486,3.10,4.0,0.0,356.47,0.0,40.62,24.0,CHEMBL3124916
CHEMBL568964,COc1cc2nc(N3CCCN(C)CC3)nc(NC3CC3)c2cc1OC,c1ccc2c(NC3CC3)nc(N3CCCNCC3)nc2c1,5100.0,nM,5.292429823902063,2.36,7.0,1.0,357.46,0.0,62.75,26.0,CHEMBL1154694
CHEMBL4216593,COc1cc2c(NC3CC4(CCN(C(C)C)CC4)C3)cc(-c3ccc(C)o3)nc2cc1OC1CC2(C1)CN(C)C2,c1coc(-c2cc(NC3CC4(CCNCC4)C3)c3ccc(OC4CC5(CNC5)C4)cc3n2)c1,5130.0,nM,5.289882634888183,6.35,7.0,1.0,544.74,2.0,63.00,40.0,CHEMBL4190398
CHEMBL2315521,CN1C(=O)C23CCCN2C(=O)C1(CO)SS3,O=C1C2NC(=O)C3(CCCN13)SS2,5200.0,nM,5.2839966563652006,-0.14,5.0,1.0,260.34,0.0,60.85,16.0,CHEMBL2311332
CHEMBL2315522,CN1C(=O)C23CCCN2C(=O)C1(CO)SSS3,O=C1C2NC(=O)C3(CCCN13)SSS2,5300.0,nM,5.275724130399211,0.51,6.0,1.0,292.41,0.0,60.85,17.0,CHEMBL2311332
CHEMBL4283478,COc1cc2c(NC3CCN(Cc4ccccc4)CC3)nc(N3CCN(C)CC3)nc2cc1OCCC(C)C,c1ccc(CN2CCC(Nc3nc(N4CCNCC4)nc4ccccc34)CC2)cc1,5344.0,nM,5.27213355053251,4.89,8.0,1.0,532.73,1.0,65.99,39.0,CHEMBL4261502
CHEMBL4209267,COc1cc2c(NC3C4CCC3CN(C)C4)cc(-c3ccc(C)o3)nc2cc1OC1CC2(C1)CN(C)C2,c1coc(-c2cc(NC3C4CCC3CNC4)c3ccc(OC4CC5(CNC5)C4)cc3n2)c1,5410.0,nM,5.266802734893431,5.04,7.0,1.0,502.66,2.0,63.00,37.0,CHEMBL4190398
CHEMBL570799,COc1cc2nc(N3CCCN(C)CC3)nc(NC(C)C)c2cc1OC,c1ccc2nc(N3CCCNCC3)ncc2c1,5800.0,nM,5.236572006437063,2.61,7.0,1.0,359.47,0.0,62.75,26.0,CHEMBL1154694
CHEMBL3921757,CN(C)CCNc1cc(N2CCCC2)c2noc3c2c1C(=O)c1ccccc1-3,O=C1c2ccccc2-c2onc3c(N4CCCC4)ccc1c23,5970.0,nM,5.224025668870631,3.61,6.0,1.0,376.46,0.0,61.61,28.0,CHEMBL3856284
CHEMBL4214834,Cc1ccc(-c2cc(NC3CCN(C)CC3)c3cc(OC(F)(F)F)c(OCCCN4CCCC4)cc3n2)o1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OCCCN4CCCC4)cc3n2)c1,6110.0,nM,5.213958789757446,6.07,7.0,1.0,532.61,2.0,63.00,38.0,CHEMBL4190398
CHEMBL4576128,CCOc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1CCCN(C)C,c1ccc2c(NC3CCNCC3)nc(C3CCCCC3)nc2c1,6170.0,nM,5.209714835966759,5.86,6.0,1.0,481.73,1.0,53.52,35.0,CHEMBL4346750
CHEMBL3414617,O=C(O)c1ccc2c(c1)nc(NC(=O)c1ccccc1)n2CCCc1ccccc1,O=C(Nc1nc2ccccc2n1CCCc1ccccc1)c1ccccc1,6300.0,nM,5.200659450546418,4.62,4.0,2.0,399.45,0.0,84.22,30.0,CHEMBL3414551
CHEMBL331627,CN1C(=O)[C@]23CC4=CC=C[C@H](O)[C@H]4N2C(=O)[C@@]1(CO)SS3,O=C1C2NC(=O)[C@@]3(CC4=CC=CC[C@H]4N13)SS2,6400.0,nM,5.1938200260161125,-0.30,6.0,2.0,326.40,0.0,81.08,21.0,CHEMBL1949536
CHEMBL4289406,COc1cc2nc(N3CCN(C)CC3)nc(NC3CCCCC3)c2cc1OC,c1ccc2c(NC3CCCCC3)nc(N3CCNCC3)nc2c1,6438.0,nM,5.1912490276504055,3.14,7.0,1.0,385.51,0.0,62.75,28.0,CHEMBL4261502
CHEMBL4565082,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1C1CCCNC1,c1cc2c(NC3CCNCC3)nc(N3CCCNCC3)nc2cc1C1CCCNC1,6840.0,nM,5.164943898279883,2.75,8.0,2.0,467.66,0.0,68.79,34.0,CHEMBL4346750
CHEMBL3950948,CN1CCN(c2cc(NCCN3CCCC3)c3c4c(onc24)-c2ccccc2C3=O)CC1,O=C1c2ccccc2-c2onc3c(N4CCNCC4)cc(NCCN4CCCC4)c1c23,6890.0,nM,5.161780778092375,3.30,7.0,1.0,431.54,0.0,64.85,32.0,CHEMBL3856284
CHEMBL4850917,COc1ccc2c(NC3CCN(Cc4ccccc4)CC3)nc(NCCNC(=O)CCCCC(=O)NO)nc2c1,c1ccc(CN2CCC(Nc3ncnc4ccccc34)CC2)cc1,7136.0,nM,5.146545158631934,3.31,9.0,5.0,549.68,1.0,140.74,40.0,CHEMBL4818986
CHEMBL4294122,COc1ccc2c(NC3CCN(Cc4ccccc4)CC3)nc(NCCNC(=O)CCCCCC(=O)NO)nc2c1,c1ccc(CN2CCC(Nc3ncnc4ccccc34)CC2)cc1,7136.0,nM,5.146545158631934,3.70,9.0,5.0,563.70,1.0,140.74,41.0,CHEMBL4251690
CHEMBL2315526,CN1C(=O)[C@@]23C[C@]4([C@]56C[C@@]78SS[C@](CO[Si](C)(C)C(C)(C)C)(C(=O)N7[C@H]5Nc5ccccc56)N(C)C8=O)c5ccccc5N[C@@H]4N2C(=O)[C@@]1(CO[Si](C)(C)C(C)(C)C)SS3,O=C1C2NC(=O)[C@]3(C[C@]4([C@]56C[C@]78SSC(NC7=O)C(=O)N8[C@H]5Nc5ccccc56)c5ccccc5N[C@@H]4N13)SS2,7200.0,nM,5.142667503568731,,,,925.39,,,,CHEMBL2311332
CHEMBL4203655,COc1cc2c(NC3CCN(C)CC3)cc(-c3ccc(C)o3)nc2cc1OC1CCNCC1,c1coc(-c2cc(NC3CCNCC3)c3ccc(OC4CCNCC4)cc3n2)c1,7550.0,nM,5.1220530483708115,4.45,7.0,2.0,450.58,0.0,71.79,33.0,CHEMBL4190398
CHEMBL4571033,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1C(=O)NCCCN,c1ccc2c(NC3CCNCC3)nc(N3CCCNCC3)nc2c1,7960.0,nM,5.099086932262331,1.37,9.0,3.0,484.65,0.0,111.88,35.0,CHEMBL4346750
CHEMBL1213903,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1OCCCN1CCCC1,c1cc2c(NC3CCNCC3)nc(N3CCCNCC3)nc2cc1OCCCN1CCCC1,8000.0,nM,5.096910013008056,3.15,9.0,1.0,511.72,1.0,69.23,37.0,CHEMBL1212833
CHEMBL1214066,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1OCCOCCN(C)C,c1ccc2c(NC3CCNCC3)nc(N3CCCNCC3)nc2c1,9000.0,nM,5.045757490560675,2.24,10.0,1.0,515.70,1.0,78.46,37.0,CHEMBL1212833
CHEMBL571951,COc1cc2nc(Cl)nc(NC3CCN(C)CC3)c2cc1OC,c1ccc2c(NC3CCNCC3)ncnc2c1,9100.0,nM,5.040958607678906,2.81,6.0,1.0,336.82,0.0,59.51,23.0,CHEMBL1154694
CHEMBL107217,CCN(CC)C(=S)[S-].[Na+],,9200.0,nM,5.036212172654444,1.54,1.0,1.0,171.27,0.0,3.24,8.0,CHEMBL4184305
CHEMBL4549942,CC(C)N1CCC(Nc2nc(C3CCCCC3)nc3cc(CCCN(C)C)c(F)cc23)CC1,c1ccc2c(NC3CCNCC3)nc(C3CCCCC3)nc2c1,9230.0,nM,5.0347982989740885,5.60,5.0,1.0,455.67,1.0,44.29,33.0,CHEMBL4346750
CHEMBL4282380,COc1cc2nc(N3CC(C)CC(C)C3)nc(NC3CCN(Cc4ccccc4)CC3)c2cc1OC,c1ccc(CN2CCC(Nc3nc(N4CCCCC4)nc4ccccc34)CC2)cc1,10000.0,nM,5.0,5.21,7.0,1.0,489.66,1.0,62.75,36.0,CHEMBL4261502
CHEMBL4278847,COc1cc2nc(N3CCN(c4ccccn4)CC3)nc(NC3CCN(Cc4ccccc4)C3)c2cc1OC,c1ccc(CN2CCC(Nc3nc(N4CCN(c5ccccn5)CC4)nc4ccccc34)C2)cc1,10000.0,nM,5.0,4.06,9.0,1.0,525.66,1.0,78.88,39.0,CHEMBL4261502
CHEMBL4290963,COc1cc2c(NC3CCN(Cc4ccccc4)CC3)nc(N3CCN(C)CC3)nc2cc1OCc1ccccc1,c1ccc(COc2ccc3c(NC4CCN(Cc5ccccc5)CC4)nc(N4CCNCC4)nc3c2)cc1,10000.0,nM,5.0,5.05,8.0,1.0,552.72,2.0,65.99,41.0,CHEMBL4261502
CHEMBL4569420,COc1cc2c(cc1OCCCN1Cc3ccccc3C1)N=C(N)C21CCCC1,C1=Nc2cc(OCCCN3Cc4ccccc4C3)ccc2C12CCCC2,10000.0,nM,5.0,4.29,5.0,1.0,391.52,0.0,60.08,29.0,CHEMBL4321817
CHEMBL3124976,CN1C(=O)[C@@]23C[C@]4([C@]56C[C@@]78S[C@@](CO)(C(=O)N7[C@H]5Nc5ccccc56)N(C)C8=O)c5ccccc5N[C@@H]4N2C(=O)[C@]1(CO)S3,O=C1C2NC(=O)[C@]3(C[C@]4([C@]56C[C@]78SC(NC7=O)C(=O)N8[C@H]5Nc5ccccc56)c5ccccc5N[C@@H]4N13)S2,10600.0,nM,4.97469413473523,0.04,10.0,4.0,632.72,1.0,145.76,44.0,CHEMBL3124916
CHEMBL3109640,COc1cc2c(cc1OCCCC1CCCC1)N=C(N)C2(C)C,C1=Nc2cc(OCCCC3CCCC3)ccc2C1,12900.0,nM,4.889410289700751,4.32,4.0,1.0,316.45,0.0,56.84,23.0,CHEMBL3108684
CHEMBL2315520,CN1C(=O)C2(S)CCCN2C(=O)C1(S)CO,O=C1NCC(=O)N2CCCC12,13100.0,nM,4.882728704344236,-0.67,5.0,3.0,262.36,0.0,60.85,16.0,CHEMBL2311332
CHEMBL3109629,COc1cc2cc(N)[nH]c2cc1OC,c1ccc2[nH]ccc2c1,14400.0,nM,4.841637507904751,1.77,3.0,2.0,192.22,0.0,60.27,14.0,CHEMBL3108684
CHEMBL1594935,Cl.Cl.NCCSSCCN,,15000.0,nM,4.823908740944319,0.29,4.0,2.0,225.21,0.0,52.04,8.0,CHEMBL4184305
CHEMBL3109628,COc1ccc2c(c1)C1(CCC1)C(N)=N2,C1=Nc2ccccc2C12CCC2,18200.0,nM,4.739928612014925,2.12,3.0,1.0,202.26,0.0,47.61,15.0,CHEMBL3108684
CHEMBL4525421,COc1cc2c(NC3CCN(C(C)C)CC3)nc(C3CCCCC3)nc2cc1C#CCN,c1ccc2c(NC3CCNCC3)nc(C3CCCCC3)nc2c1,18900.0,nM,4.723538195826756,4.28,6.0,2.0,435.62,0.0,76.30,32.0,CHEMBL4346750
CHEMBL4529430,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1-c1cccnc1,c1cncc(-c2ccc3c(NC4CCNCC4)nc(N4CCCNCC4)nc3c2)c1,19100.0,nM,4.718966632752273,3.35,8.0,1.0,461.61,0.0,69.65,34.0,CHEMBL4346750
CHEMBL2325183,O=C(NCC(=O)c1ccccc1)Nc1ccc2nnsc2c1,O=C(NCC(=O)c1ccccc1)Nc1ccc2nnsc2c1,20000.0,nM,4.698970004336019,2.70,5.0,2.0,312.35,0.0,83.98,22.0,CHEMBL2321656
CHEMBL4437471,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1C(=O)NCCN(C)C,c1ccc2c(NC3CCNCC3)nc(N3CCCNCC3)nc2c1,20100.0,nM,4.696803942579511,1.58,9.0,2.0,498.68,0.0,89.10,36.0,CHEMBL4346750
CHEMBL2315523,CN1C(=O)[C@]23C[C@H]4c5ccccc5N[C@H]4N2C(=O)[C@]1(CO[Si](C)(C)C(C)(C)C)SS3,O=C1C2NC(=O)[C@@]3(C[C@H]4c5ccccc5N[C@H]4N13)SS2,23500.0,nM,4.628932137728263,,,,463.70,,,,CHEMBL2311332
CHEMBL1213957,COc1cc2c(NC3CCN(C)CC3)nc(N3CCCN(C)CC3)nc2cc1OCCCN1CCCCC1,c1cc2c(NC3CCNCC3)nc(N3CCCNCC3)nc2cc1OCCCN1CCCCC1,25000.0,nM,4.6020599913279625,3.54,9.0,1.0,525.74,1.0,69.23,38.0,CHEMBL1212833
CHEMBL3238424,O=C(O)c1cccc(NCc2cccc(-n3ccc4c(-c5ccc(C(F)(F)F)cc5)cccc43)c2)c1,c1ccc(NCc2cccc(-n3ccc4c(-c5ccccc5)cccc43)c2)cc1,26400.0,nM,4.578396073130169,7.63,3.0,2.0,486.49,1.0,54.26,36.0,CHEMBL3232795
CHEMBL2315525,CN1C(=O)[C@@]2(S)C[C@]3([C@]45C[C@]6(S)C(=O)N(C)[C@](S)(CO)C(=O)N6[C@H]4Nc4ccccc45)c4ccccc4N[C@@H]3N2C(=O)[C@@]1(S)CO,O=C1NCC(=O)N2C1C[C@]1([C@]34CC5C(=O)NCC(=O)N5[C@H]3Nc3ccccc34)c3ccccc3N[C@H]21,27100.0,nM,4.567030709125595,0.26,12.0,8.0,700.89,3.0,145.76,46.0,CHEMBL2311332
CHEMBL4292218,COc1cc2c(NC3CCN(C(C)C)CC3)nc(N3CCCN(C)CC3)nc2cc1OCCCCCCC(=O)NO,c1ccc2c(NC3CCNCC3)nc(N3CCCNCC3)nc2c1,27370.0,nM,4.562725202589876,3.90,10.0,3.0,571.77,1.0,115.32,41.0,CHEMBL4251690
CHEMBL4435238,Nc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@@H](N)C[C@H](N)C(=O)O)[C@@H](O)[C@H]1O,c1ncc2ncn([C@H]3CCCO3)c2n1,30100.0,nM,4.521433504406157,-2.45,11.0,6.0,367.37,2.0,208.65,26.0,CHEMBL4396911
